frame,timestamp,player_1_x_pixel,player_1_y_pixel,player_1_x_meter,player_1_y_meter,player_1_kp_left_shoulder_x,player_1_kp_left_shoulder_y,player_1_kp_right_shoulder_x,player_1_kp_right_shoulder_y,player_1_kp_left_elbow_x,player_1_kp_left_elbow_y,player_1_kp_right_elbow_x,player_1_kp_right_elbow_y,player_1_kp_left_wrist_x,player_1_kp_left_wrist_y,player_1_kp_right_wrist_x,player_1_kp_right_wrist_y,player_1_kp_left_hip_x,player_1_kp_left_hip_y,player_1_kp_right_hip_x,player_1_kp_right_hip_y,player_1_kp_left_knee_x,player_1_kp_left_knee_y,player_1_kp_right_knee_x,player_1_kp_right_knee_y,player_1_kp_left_ankle_x,player_1_kp_left_ankle_y,player_1_kp_right_ankle_x,player_1_kp_right_ankle_y,player_2_x_pixel,player_2_y_pixel,player_2_x_meter,player_2_y_meter,player_2_kp_left_shoulder_x,player_2_kp_left_shoulder_y,player_2_kp_right_shoulder_x,player_2_kp_right_shoulder_y,player_2_kp_left_elbow_x,player_2_kp_left_elbow_y,player_2_kp_right_elbow_x,player_2_kp_right_elbow_y,player_2_kp_left_wrist_x,player_2_kp_left_wrist_y,player_2_kp_right_wrist_x,player_2_kp_right_wrist_y,player_2_kp_left_hip_x,player_2_kp_left_hip_y,player_2_kp_right_hip_x,player_2_kp_right_hip_y,player_2_kp_left_knee_x,player_2_kp_left_knee_y,player_2_kp_right_knee_x,player_2_kp_right_knee_y,player_2_kp_left_ankle_x,player_2_kp_left_ankle_y,player_2_kp_right_ankle_x,player_2_kp_right_ankle_y,ball_x,ball_y,is_wall_hit,is_racket_hit,racket_hit_player_id,wall_hit_x_pixel,wall_hit_y_pixel,wall_hit_x_meter,wall_hit_y_meter,is_rally_frame,rally_id,stroke_type,shot_type,shot_direction,shot_depth
10,0.16666666666666666,510.4896328673717,557.6466671996022,2.162213070982183,7.562274087627781,493.879150390625,336.70257568359375,542.7635498046875,345.67938232421875,471.78955078125,367.8924560546875,556.4246826171875,387.24420166015625,461.3836669921875,402.2734375,563.9598999023438,412.7640380859375,492.2720947265625,416.3331604003906,525.4197387695312,418.9454650878906,479.2774658203125,475.74212646484375,523.3367309570312,473.0460510253906,480.4674072265625,536.48291015625,525.8470458984375,528.186279296875,844.7465700894561,478.4980204999009,4.981355329677987,6.057600492615865,860.2783203125,328.37420654296875,880.032470703125,332.9139404296875,858.5017700195312,345.8170471191406,884.1302490234375,353.8298645019531,870.4432373046875,355.97161865234375,883.55224609375,354.8891906738281,849.7755126953125,373.2708740234375,866.0579223632812,375.67852783203125,838.971435546875,412.4234924316406,873.3223266601562,419.0091247558594,814.671875,448.699462890625,865.9454345703125,460.12225341796875,511.0,301.0,False,False,-1,,,,,True,0,,,,
11,0.18333333333333332,509.74350409129954,558.5642324502935,2.1586217269659196,7.5767837282137,493.4515380859375,337.03759765625,542.2722778320312,345.7033386230469,471.3760681152344,368.4964294433594,555.9708251953125,387.1343994140625,460.9305725097656,402.8174133300781,564.0543212890625,412.30816650390625,491.8639831542969,417.7562255859375,524.9195556640625,420.21612548828125,478.9534606933594,476.50341796875,523.0659790039062,473.657958984375,480.7408447265625,537.1293334960938,525.8834838867188,528.610595703125,844.3556419372464,478.87035237191884,4.9761830532398,6.066077442104567,859.4954833984375,329.4664611816406,879.974609375,333.72845458984375,855.8690185546875,348.8341979980469,882.2244262695312,357.0697326660156,866.1956787109375,364.1589050292969,879.5411987304688,365.4971618652344,848.2425537109375,373.5656433105469,865.2337036132812,375.6670227050781,837.4315795898438,413.80938720703125,873.18408203125,419.3404541015625,814.0925903320312,450.817626953125,866.2867431640625,460.8861083984375,511.0,301.0,False,False,-1,,,,,True,0,,,,
12,0.2,508.9537769556538,559.5563107033137,2.1548806380300096,7.592426926437083,492.7602844238281,337.558837890625,541.17919921875,345.83795166015625,471.8396301269531,367.498779296875,553.6033325195312,386.46221923828125,459.45672607421875,402.1650085449219,562.4542236328125,410.6893005371094,490.8131408691406,418.54351806640625,523.4588012695312,420.2978210449219,480.64422607421875,478.2666320800781,521.5841674804688,473.3859558105469,484.29962158203125,538.242431640625,527.66162109375,526.2417602539062,844.1466055264773,479.21009536729935,4.972811360431976,6.073799614561208,858.8653564453125,328.7193603515625,880.510986328125,333.85992431640625,853.3770141601562,347.3957824707031,882.845703125,357.9316711425781,862.7095336914062,364.8251953125,880.1484375,367.72454833984375,847.3016967773438,373.6352233886719,864.9487915039062,376.0079345703125,836.53271484375,414.1630859375,872.7105102539062,419.7331848144531,813.710693359375,451.9621887207031,866.29833984375,461.3245849609375,519.6153846153846,294.61538461538464,False,False,-1,,,,,True,0,,,,
13,0.21666666666666667,508.1363395257999,560.5557685202558,2.150960130924682,7.608133792309335,491.990234375,337.8555908203125,540.0218505859375,345.75885009765625,471.36920166015625,368.2677307128906,551.8368530273438,386.1369323730469,458.6390380859375,403.33026123046875,561.1690063476562,410.0892333984375,490.0408630371094,418.7284851074219,522.469970703125,420.4300231933594,480.5466613769531,478.5836181640625,521.7532348632812,474.02386474609375,484.63140869140625,537.582275390625,527.428955078125,526.2306518554688,844.0682155158393,479.5200815260091,4.970759956572178,6.080830854055651,858.7041015625,329.3492431640625,881.1822509765625,334.4674377441406,853.7694091796875,347.1605529785156,884.312255859375,357.1327819824219,864.2792358398438,362.7299499511719,881.9627075195312,363.66595458984375,846.3583984375,374.29364013671875,864.5307006835938,376.6876525878906,835.7833251953125,414.7408752441406,872.7372436523438,420.34039306640625,813.6363525390625,452.28192138671875,866.3074340820312,461.67462158203125,528.2307692307693,288.2307692307692,False,False,-1,,,,,True,0,,,,
14,0.23333333333333334,507.34868724377225,561.5228980939163,2.1472025692455903,7.623277264266099,491.2447204589844,338.1163330078125,538.9017944335938,345.335205078125,470.85382080078125,369.24835205078125,550.5775146484375,385.40496826171875,457.9968566894531,404.5987243652344,559.349365234375,410.106689453125,489.9312438964844,418.5945739746094,522.1535034179688,419.984375,480.52337646484375,479.072021484375,521.4258422851562,473.7501220703125,484.73016357421875,538.5473022460938,527.4345703125,525.931640625,844.0619169748968,479.8274143529778,4.969379082294317,6.087785317556667,858.8951416015625,328.6599426269531,882.8551635742188,334.2464904785156,850.8218383789062,346.2942199707031,886.2653198242188,357.3873291015625,859.5107421875,365.102294921875,885.5864868164062,366.7913818359375,845.588134765625,374.8724670410156,864.4810791015625,377.3819885253906,834.7874145507812,415.199951171875,872.1619262695312,420.8482971191406,813.015625,453.29705810546875,866.0947875976562,462.2197570800781,536.8461538461538,281.84615384615387,False,False,-1,,,,,True,0,,,,
15,0.25,506.6640811873677,562.440093749914,2.1441162960278284,7.637585495883027,490.5837097167969,338.6481628417969,538.1710205078125,345.54595947265625,469.5826110839844,371.72650146484375,551.1337280273438,386.03765869140625,457.87628173828125,405.7888488769531,556.8494262695312,408.7908935546875,488.49530029296875,418.09228515625,520.798828125,419.77349853515625,477.7556457519531,477.22662353515625,520.7830200195312,472.7585754394531,481.7369384765625,539.3907470703125,526.184326171875,527.122314453125,844.066554782967,480.16462861985167,4.967973590767962,6.095399695720273,858.0171508789062,327.4652404785156,883.5242309570312,334.0204772949219,849.9281005859375,344.69708251953125,886.72607421875,358.1777038574219,859.625244140625,363.688232421875,885.8987426757812,367.006103515625,844.818115234375,374.9604187011719,864.7636108398438,377.8636474609375,834.280029296875,414.7567443847656,872.1405029296875,420.9244079589844,813.585693359375,453.42474365234375,866.5064697265625,462.5699462890625,545.4615384615385,275.46153846153845,False,False,-1,,,,,True,0,,,,
16,0.26666666666666666,506.11520776578163,563.3077164342643,2.14194604777656,7.651068498771625,490.281494140625,339.62542724609375,537.425048828125,346.3854675292969,469.3770751953125,372.4417419433594,549.2694091796875,386.87481689453125,457.3944396972656,407.0076904296875,554.644775390625,409.2091369628906,487.9054260253906,419.1884460449219,519.974609375,420.6940612792969,477.71612548828125,478.4415588378906,520.0724487304688,473.40850830078125,482.1712646484375,540.4876708984375,525.8422241210938,527.02001953125,844.0347825932247,480.5437353051526,4.966062622737241,6.10394669945261,857.3562622070312,326.8845520019531,884.5084838867188,333.7348937988281,848.8060913085938,344.78582763671875,888.2061767578125,358.8929748535156,859.0347290039062,364.10150146484375,888.140625,367.2110290527344,843.8229370117188,376.52154541015625,864.8734130859375,379.4987487792969,833.2176513671875,415.23431396484375,872.1387329101562,421.3390197753906,812.8721313476562,454.1397705078125,866.8231811523438,462.859130859375,554.0769230769231,269.0769230769231,False,False,-1,,,,,True,0,,,,
17,0.2833333333333333,505.6317319867113,564.150549356279,2.140223664498269,7.664111747371106,489.1832275390625,340.6664123535156,537.147705078125,346.63909912109375,468.46441650390625,372.0201721191406,549.1808471679688,386.11944580078125,457.2030029296875,408.0059509277344,556.8456420898438,408.4326171875,487.1459655761719,421.70867919921875,519.4172973632812,422.16607666015625,480.1572570800781,481.9434814453125,519.5875244140625,473.9549255371094,485.01837158203125,541.6845092773438,527.2722778320312,525.0216064453125,843.9503184422301,480.9442102208773,4.963586642204581,6.112964611276496,856.8179321289062,326.5920715332031,884.3703002929688,333.8424377441406,848.5234375,343.6684875488281,887.849365234375,359.4001159667969,859.182373046875,362.1116027832031,886.69677734375,367.37890625,842.9954833984375,376.94647216796875,864.4943237304688,379.9405517578125,831.8866577148438,416.0639343261719,871.8966674804688,421.5907287597656,811.2890014648438,455.9047546386719,867.034912109375,463.3916320800781,562.6923076923077,262.6923076923077,False,False,-1,,,,,True,0,,,,
18,0.3,505.03181850878934,565.0141184132094,2.1376988814503437,7.677417831940916,487.58404541015625,340.8809509277344,536.711181640625,346.3218994140625,467.96173095703125,372.2852783203125,549.0511474609375,385.215087890625,457.220458984375,408.85662841796875,557.4278564453125,408.013427734375,486.68865966796875,421.24951171875,519.7935791015625,421.41021728515625,479.7855224609375,481.8193359375,519.9215698242188,472.83837890625,484.66400146484375,542.1447143554688,527.138916015625,524.2523803710938,843.8268545438093,481.3301040963149,4.9608237834673865,6.121643360087102,854.7551879882812,325.8458251953125,883.6310424804688,333.2220153808594,847.5120849609375,340.96441650390625,890.49951171875,357.72039794921875,859.9818115234375,357.4972229003906,892.1923828125,364.5534362792969,841.4239501953125,377.6744689941406,863.6453857421875,380.6669616699219,830.7659912109375,417.1217041015625,871.3989868164062,422.0461120605469,810.2188110351562,457.4318542480469,867.023681640625,463.8052978515625,571.3076923076923,256.3076923076923,False,False,-1,,,,,True,0,,,,
19,0.31666666666666665,504.1201285346689,565.9345296185479,2.133001810028891,7.691543515002251,486.677978515625,342.0478210449219,535.8915405273438,347.0799865722656,466.58013916015625,373.770751953125,546.8139038085938,385.736572265625,456.9771728515625,410.54339599609375,556.5692749023438,407.9132385253906,485.5621643066406,423.0134582519531,518.7626953125,423.0050354003906,479.1990661621094,482.9703369140625,519.5307006835938,473.55560302734375,485.3031005859375,542.6766967773438,527.1752319335938,523.9578857421875,843.6856826797641,481.68194963668884,4.958050768519236,6.129543339643595,853.0562744140625,323.6432800292969,883.276611328125,333.8560791015625,845.0792236328125,325.70086669921875,891.1784057617188,354.32757568359375,856.546630859375,326.0853576660156,889.4511108398438,353.2627868652344,841.780517578125,376.8978271484375,864.6260986328125,380.7604675292969,829.0880737304688,417.132568359375,871.3195190429688,422.5540466308594,809.16455078125,458.00628662109375,866.8428344726562,463.56610107421875,579.9230769230769,249.9230769230769,False,False,-1,,,,,True,0,,,,
20,0.3333333333333333,502.844745832234,566.9026144391783,2.1257276185278213,7.706351510525067,485.9190979003906,342.3977966308594,535.0198364257812,347.23663330078125,466.4975280761719,374.4463195800781,544.6856689453125,386.2840881347656,456.3852844238281,412.0504150390625,553.4375,407.9508056640625,484.7289123535156,422.96343994140625,517.95751953125,422.7245178222656,479.3560791015625,483.95074462890625,519.01513671875,473.676025390625,486.0111999511719,543.9474487304688,527.1419677734375,523.3680419921875,843.5295419915184,482.0103620207325,4.9552486052915174,6.136901710104707,851.0682373046875,324.0998229980469,882.499267578125,332.7059020996094,840.197509765625,328.0367126464844,888.5950317382812,350.68133544921875,849.2900390625,326.5909423828125,881.8613891601562,342.4036865234375,841.2600708007812,378.0228271484375,864.9022216796875,381.29180908203125,827.3206787109375,417.9290771484375,871.4759521484375,422.7249755859375,808.7723388671875,459.5315246582031,867.1005859375,463.6515197753906,588.5384615384615,243.53846153846155,False,False,-1,,,,,True,0,,,,
21,0.35,501.37112538669123,567.8629218795163,2.1169799932978863,7.720997432824951,485.417236328125,343.0793762207031,532.2913818359375,346.709716796875,467.4647216796875,377.34722900390625,545.0657958984375,385.04595947265625,454.71539306640625,414.8994445800781,549.6726684570312,408.38922119140625,481.83990478515625,425.36248779296875,513.848876953125,425.38812255859375,479.6159362792969,485.26025390625,519.3633422851562,477.783203125,485.9632873535156,544.87060546875,531.4197387695312,527.4183349609375,843.3292944886418,482.3394175053893,4.952053702325089,6.144259172789605,848.07470703125,322.54803466796875,880.4456787109375,328.76873779296875,836.0882568359375,333.0468444824219,886.2279663085938,348.6744689941406,845.4794311523438,332.5650329589844,876.9244384765625,340.1956481933594,840.2003173828125,378.55523681640625,864.5771484375,381.029052734375,825.6805419921875,418.632080078125,870.7009887695312,422.73614501953125,808.1531982421875,460.6632385253906,867.4816284179688,464.4168395996094,597.1538461538462,237.15384615384613,False,False,-1,,,,,True,0,,,,
22,0.36666666666666664,499.98706579857026,568.7534551456324,2.1087519372435257,7.734539328820061,483.93878173828125,345.10809326171875,533.09130859375,348.5889892578125,464.7586669921875,379.1747131347656,540.7926635742188,385.00048828125,455.6356201171875,414.6679992675781,532.3903198242188,394.5850830078125,481.8531188964844,426.38983154296875,515.360595703125,425.5400085449219,479.3758544921875,486.44781494140625,517.6181640625,475.6131286621094,487.2802429199219,546.3255615234375,528.9196166992188,524.172607421875,843.0279368285844,482.6800566312757,4.947907742562027,6.151863413592311,846.9517211914062,321.8861083984375,879.8447265625,327.9667053222656,834.6211547851562,333.6614074707031,886.1943359375,349.3044738769531,843.3037109375,331.5542297363281,876.0857543945312,340.0880432128906,839.0883178710938,379.65692138671875,863.8121948242188,381.99072265625,824.4578857421875,418.99072265625,870.5990600585938,422.5672607421875,807.710205078125,461.6922607421875,867.52734375,464.5877685546875,605.7692307692307,230.76923076923077,False,False,-1,,,,,True,0,,,,
23,0.38333333333333336,498.9182976379951,569.5431573164324,2.102642188129467,7.746510867880561,482.59283447265625,346.2117614746094,531.362060546875,350.18048095703125,463.42034912109375,381.978759765625,538.85498046875,384.9054260253906,455.6565246582031,416.165283203125,524.1782836914062,382.17431640625,481.289306640625,427.7572021484375,514.5032348632812,427.2195739746094,479.2355651855469,486.9607849121094,516.5068969726562,476.806640625,488.21527099609375,547.0311279296875,529.4985961914062,524.96337890625,842.5594770862351,483.01850945159947,4.942276724157203,6.159410224688557,845.8958129882812,322.00262451171875,878.6891479492188,328.3949279785156,833.8811645507812,333.912109375,881.442138671875,351.2993469238281,842.8971557617188,332.69146728515625,867.8684692382812,344.1593322753906,838.2631225585938,380.61090087890625,863.3939819335938,382.9158630371094,823.7823486328125,419.3939514160156,870.6098022460938,422.48907470703125,807.2268676757812,462.9154052734375,868.190673828125,464.4518737792969,614.3846153846154,224.3846153846154,False,False,-1,,,,,True,0,,,,
24,0.4,498.2108917297288,570.2298693635227,2.0989821635218573,7.756890036576522,480.25787353515625,346.89984130859375,529.2069091796875,351.3086242675781,462.52789306640625,384.39154052734375,539.5662841796875,386.358642578125,455.36431884765625,417.2679748535156,527.4249267578125,375.78466796875,480.20184326171875,428.84051513671875,513.3515014648438,428.559814453125,478.9599609375,488.09124755859375,516.194091796875,477.72802734375,489.06744384765625,547.7135009765625,529.7779541015625,524.7135009765625,841.8791679474792,483.3260532025779,4.93488073224605,6.166262004483608,845.19775390625,319.30670166015625,876.0117797851562,324.6523742675781,832.3472290039062,335.29217529296875,874.024658203125,349.1981201171875,844.0836181640625,337.4686279296875,860.57666015625,344.63690185546875,838.7598266601562,379.74884033203125,862.9951171875,381.66864013671875,823.6806030273438,419.3017578125,869.5116577148438,421.7948913574219,807.3424072265625,464.91015625,868.0796508789062,464.637939453125,623.0,218.0,False,False,-1,,,,,True,0,,,,
