frame_number,window_size,mean_distance,median_player1_x,median_player1_y,median_player2_x,median_player2_y,video_name,state
5099,50,0.9683122872630764,3.711358070373535,7.47052788734436,4.187340497970581,8.142828464508057,video-1,active
5149,50,1.2260755801982566,4.400873184204102,8.302140712738037,3.492843747138977,7.487412691116333,video-1,active
5199,50,0.9901896396079914,4.073015451431274,8.32415771484375,3.3791922330856323,7.648458480834961,video-1,active
5249,50,1.2492833043106737,4.474854946136475,8.43512773513794,3.3330702781677246,7.776209115982056,video-1,active
5299,50,1.384194562820361,4.238186597824097,8.20436716079712,3.2587850093841557,7.390275239944458,video-1,active
5349,50,1.3640632785642404,3.345773816108704,7.477156400680542,2.502769112586975,8.511390686035156,video-1,active
5399,50,1.1504949123192134,2.4254961013793945,7.393047571182251,2.896120309829712,8.187806606292725,video-1,active
5449,50,1.7085707430961208,1.4649696946144104,8.156761169433594,2.991804838180542,7.272896289825439,video-1,active
5499,50,1.3007658355439071,1.942033052444458,8.337859630584717,2.696545124053955,7.290552377700806,video-1,active
5549,50,0.88664501373239,2.842557191848755,7.628581285476685,2.069708228111267,7.750189781188965,video-1,active
5599,50,1.0877004731227242,2.82450008392334,7.380445957183838,1.8104588389396667,7.179248094558716,video-1,active
5649,50,1.4887416151660604,2.176973581314087,8.466774940490723,2.6619001626968384,6.974822759628296,video-1,active
5699,50,1.3841042065925264,2.2452292442321777,8.277424812316895,3.2032068967819214,7.239899635314941,video-1,active
5749,50,1.0217619512885932,3.032611846923828,7.793436527252197,3.923220634460449,7.677310466766357,video-1,active
5799,50,1.2290854995579643,2.9908100366592407,7.125192880630493,4.140561103820801,7.378982782363892,video-1,active
5849,50,1.0435523674793274,3.091132164001465,7.897751569747925,3.7584502696990967,7.0472412109375,video-1,active
5899,50,1.3028679889689854,2.960853815078736,7.958060026168823,3.293168067932129,6.922964572906494,video-1,active
5949,50,1.2632847588840777,3.1191893815994263,7.4864561557769775,1.9065813422203064,7.294143199920654,video-1,active
5999,50,1.6412596397946777,4.163439035415649,7.415195226669311,2.4873833656311035,7.422783136367798,video-1,active
6049,50,1.0669397354135886,3.935303688049317,7.539388418197632,3.044441699981689,7.005037784576416,video-1,active
6099,50,1.4198075780575028,3.057454824447632,7.069822311401367,1.924411118030548,7.955883502960205,video-1,active
6149,50,1.2650317184975155,2.6940449476242065,7.494909286499023,1.791160523891449,8.352799415588379,video-1,active
6199,50,0.9618015643810665,2.1203830242156982,7.706050872802734,3.0313403606414795,7.866954803466797,video-1,active
6249,50,0.8615882804174781,2.3048211336135864,7.734252691268921,2.8830868005752563,7.140928745269775,video-1,active
6299,50,0.8327347426602271,2.989940643310547,7.743001699447632,2.1358206272125244,7.700814247131348,video-1,active
6349,50,0.8512544889442194,2.228425979614258,7.40328311920166,2.910632491111756,7.80005145072937,video-1,active
6399,50,1.1561058901747896,2.133099317550659,7.416242599487305,3.20197331905365,6.940077304840088,video-1,active
6449,50,1.1918825033650453,3.176663875579834,7.711622476577759,3.0577540397644043,6.938663959503174,video-1,active
6499,50,1.330951592440965,4.1530280113220215,6.358715057373047,2.9408470392227173,6.658891916275024,video-1,active
6549,50,2.9323400542251714,4.841791868209839,3.548853635787964,2.765758991241455,5.462928771972656,video-1,active
6599,50,3.5424437474113954,4.875010013580322,1.5388305187225342,2.493179678916931,4.446899890899658,video-1,active
6619,50,3.602348622606017,4.764982223510742,1.1872220635414124,2.267031669616699,3.572372078895569,video-1,end
6649,50,3.827021736732557,4.718394041061401,0.1516977101564407,2.0896689891815186,3.1131924390792847,video-1,end
6699,50,4.820086534036076,4.782922267913818,0.1457041054964065,1.545467495918274,2.2713464498519897,video-1,end
6749,50,8.205271508452059,5.323678016662598,9.175243854522703,4.440216064453125,0.8542722165584564,video-1,end
6799,50,5.581439972409755,2.0079435110092163,9.013468742370604,4.103970050811768,2.1688932180404663,video-1,end
6849,50,4.795109238083793,0.90248304605484,3.399457812309265,1.2914313673973083,8.936678886413574,video-1,end
6899,50,2.0353667043344785,1.9876120686531067,3.710700392723084,3.542763829231262,5.244763135910034,video-1,end
6949,50,2.8078763776889573,3.476836085319519,4.352492332458496,3.1619919538497925,6.196376323699951,video-1,end
6999,50,2.4298437121968988,4.350935220718384,5.360818386077881,2.654386043548584,7.252016544342041,video-1,end
7049,50,3.2748494187865926,5.10162353515625,5.977701902389526,2.553409695625305,8.037214279174805,video-1,end
7099,50,3.796308856350732,5.404446840286255,6.000838041305542,2.345684170722961,8.26883316040039,video-1,end
7148,50,3.878657792160407,5.38044548034668,6.000825881958008,2.230857729911804,8.25503396987915,video-1,start
7149,50,3.878596942726629,5.377989053726196,6.000831842422485,2.2293930053710938,8.254982948303223,video-1,start
7199,50,3.8291975395626094,5.355888843536377,6.000899314880371,2.209690570831299,8.244587898254395,video-1,start
7234,50,3.6453498338416113,4.931635618209839,6.001112937927246,2.158732652664185,8.25365161895752,video-1,active
7249,50,3.5830560439085666,4.692402362823486,5.859014511108398,2.025254726409912,8.329819679260254,video-1,active
7299,50,2.9279319597506426,3.631412267684937,6.240294456481934,1.581834614276886,8.351346015930176,video-1,active
7349,50,1.9411605261081637,2.7570197582244877,6.8999433517456055,1.362247109413147,8.186628341674805,video-1,active
7399,50,1.4968853615825384,2.811579465866089,7.051500558853149,1.3566253185272217,7.602295160293579,video-1,active
7449,50,0.7656157445333263,2.386656641960144,7.481620311737059,2.292058825492859,8.002907752990723,video-1,active
7499,50,1.180286815532784,1.8330899477005005,8.151204109191895,2.889376401901245,7.826137542724609,video-1,active
7549,50,1.0463060558478323,2.1326744556427,8.518416404724121,2.7582876682281494,7.600618600845337,video-1,active
7599,50,1.187656380803045,2.89192283153534,7.591260194778442,1.9745709896087649,8.476944923400879,video-1,active
7649,50,2.063272417603811,2.933832049369812,6.926480531692505,1.781713604927063,8.725748062133789,video-1,active
7699,50,1.422246021483022,4.010406970977783,7.719490051269531,2.7198973894119263,8.072824954986572,video-1,active
7749,50,1.2605069343895097,3.603211998939514,8.311281681060791,2.941320061683655,7.31627631187439,video-1,active
7799,50,1.327111604899463,2.965494990348816,8.14487075805664,3.374484062194824,7.429003238677978,video-1,active
7849,50,1.0889828703624544,3.196010112762451,7.308587789535522,3.873453140258789,8.292397499084473,video-1,active
7899,50,0.9600349466731768,3.4550552368164062,7.821377992630005,4.049243688583374,7.167074203491211,video-1,active
7949,50,1.088339571399114,3.537178158760071,7.909090280532837,3.683586359024048,7.143037796020508,video-1,active
7999,50,1.901790106527766,4.6669886112213135,8.145758628845215,3.243544101715088,6.763362646102905,video-1,active
8049,50,1.4345152862647246,4.116597652435303,7.957091093063354,2.77812135219574,7.172319173812866,video-1,active
8099,50,1.1754705865433466,3.0079946517944336,7.3582892417907715,2.6779651641845703,8.066652774810791,video-1,active
8149,50,1.311860857616464,1.814420998096466,7.90695309638977,3.0583245754241943,7.3341898918151855,video-1,active
8199,50,1.8070040284496485,1.4936385750770569,8.180281639099121,2.8112542629241943,6.838062524795532,video-1,active
8249,50,1.2935475286821614,2.5900464057922363,7.982050895690918,1.7305994033813477,7.546925067901611,video-1,active
8299,50,1.8110661204740373,2.905953526496887,7.338659763336182,1.4417104125022888,8.526833057403564,video-1,active
8349,50,1.5645117175986396,3.6593849658966064,7.919933080673218,2.1995397806167603,8.127928733825684,video-1,active
8399,50,1.0365469121426287,3.6588388681411743,8.315332412719727,2.904054641723633,7.505755662918091,video-1,active
8449,50,0.6589487781707187,3.068637251853943,7.671679496765137,2.5082536935806274,7.842602014541626,video-1,active
8499,50,1.035001798455622,3.099169373512268,7.493725061416626,2.2927736043930054,7.697484731674194,video-1,active
8549,50,1.6916935375319633,3.027423501014709,6.885240077972412,2.334594964981079,8.483153820037842,video-1,active
8599,50,1.7396008128122955,3.94168484210968,6.039374828338623,3.1985554695129395,7.764932870864868,video-1,active
8649,50,1.94573732611592,4.445886611938477,4.8692052364349365,3.687696933746338,6.519710302352905,video-1,active
8699,50,2.0308452854377586,3.870542168617249,5.49109673500061,5.1775267124176025,4.883027791976929,video-1,active
8749,50,4.35796619020897,2.861295700073242,6.794418573379517,6.009175539016724,3.410507678985596,video-1,active
8799,50,3.8945280559740874,2.0683788061141968,6.993411064147949,5.352642297744751,5.052069187164307,video-1,active
8849,50,2.596587578663988,1.9566418528556824,6.528791189193726,4.548264503479004,6.27426552772522,video-1,active
8899,50,2.114290715807771,2.7221206426620483,5.950217247009277,3.4505789279937744,7.829048156738281,video-1,active
8949,50,1.585161216139194,3.048941373825073,6.954387426376343,2.08390474319458,8.21138858795166,video-1,active
8999,50,0.9974926517380134,2.584304094314575,7.599755525588989,2.432373881340027,8.270480155944824,video-1,active
9049,50,1.2939966091756916,1.704120934009552,7.799721240997314,2.9478451013565063,7.672547340393066,video-1,active
9099,50,1.200571243123186,2.846718668937683,7.617541074752808,4.0641045570373535,7.624411106109619,video-1,active
9149,50,1.2449751569404532,3.34468936920166,7.091001033782959,4.461944818496704,6.483610391616821,video-1,active
9199,50,1.1587154206906118,2.8015055656433105,7.077673435211182,3.873724460601807,6.617866277694702,video-1,active
9215,50,1.1993630835082287,2.583779811859131,7.090558290481567,3.675437688827514,6.619407415390015,video-1,end
9249,50,1.7712855437102604,2.099714159965515,7.256710290908813,3.78645122051239,6.617865800857544,video-1,end
9299,50,3.102309152835512,1.4325985312461853,7.726282596588135,4.407761096954346,6.699352502822876,video-1,end
9349,50,4.02448888764031,1.2992847561836245,8.426138877868652,4.99001145362854,6.704083442687988,video-1,end
9399,50,3.517708275318072,1.9153015613555908,8.325111389160156,5.115989208221436,6.892460823059082,video-1,end
9449,50,2.971406299825416,2.274656653404236,7.891458749771118,5.070191383361816,6.873736619949341,video-1,end
9499,50,2.6540286126094927,2.4764716625213623,7.506395101547241,4.970012426376343,6.597599744796753,video-1,end
9502,50,2.6546267070970857,2.4781277179718018,7.506395101547241,4.970012426376343,6.568289041519165,video-1,start
9549,50,2.8329501266980337,2.477299690246582,7.506627559661865,5.174158811569214,6.568843603134155,video-1,start
9593,50,2.8513206176171035,2.3854193687438965,7.558641910552978,5.0710742473602295,6.568960666656494,video-1,active
9599,50,2.8217859428304592,2.366493344306946,7.623742580413818,5.056254625320435,6.568960666656494,video-1,active
9649,50,2.351484255340669,2.0511473417282104,8.167529582977295,4.05776572227478,6.633261442184448,video-1,active
9699,50,1.6490134672395742,3.036251902580261,8.31044864654541,3.541307210922241,6.891014575958252,video-1,active
9749,50,1.5158465869931144,3.815919280052185,8.32502794265747,3.408149242401123,7.195784568786621,video-1,active
9799,50,1.2136368532805375,3.383713126182556,7.340371370315552,2.115467667579651,7.729220628738403,video-1,active
9849,50,0.7057265790079055,2.437082529067993,7.439413070678711,2.666128277778625,7.78107476234436,video-1,active
9899,50,1.415889679982187,2.09669291973114,8.465025901794434,2.981729507446289,7.234152555465698,video-1,active
9949,50,1.344313433310556,2.3890748023986816,8.298552513122559,2.788510680198669,7.373970031738281,video-1,active
9999,50,1.4355152174374104,2.919177412986756,7.509839773178101,1.7384303212165833,8.518719673156738,video-1,active
10049,50,1.7753479011634152,3.041677474975586,7.283663988113403,2.113037347793579,8.784164428710938,video-1,active
10099,50,0.937011032579548,3.5624762773513794,7.489408254623413,2.796239972114563,8.055150508880615,video-1,active
10149,50,0.7419016578871133,3.354456305503845,7.79007887840271,3.016045093536377,7.086104154586792,video-1,active
10199,50,1.8436874682590183,4.399779796600342,6.186235427856445,2.654067277908325,6.949543714523315,video-1,active
10203,50,1.9389169130258528,4.441220045089722,6.186208248138428,2.6536405086517334,6.949543714523315,video-1,end
10249,50,2.6764462423363486,5.327349185943604,6.024909973144531,2.8029935359954834,7.160321235656738,video-1,end
10299,50,2.214859123339459,5.288793563842773,6.118225574493408,3.5179903507232666,7.488701343536377,video-1,end
10349,50,2.1171521903013253,4.9503819942474365,6.141213893890381,4.194060802459717,7.5583062171936035,video-1,end
10399,50,1.991623711428237,3.7680838108062735,5.982016801834106,4.434781789779663,7.86883020401001,video-1,end
10449,50,2.2279558351701008,2.6661630868911743,5.985219955444336,4.128201484680176,7.647006511688232,video-1,end
10499,50,2.485387875446421,1.6605887413024902,6.185191631317139,3.872388243675232,7.242391586303711,video-1,end
10547,50,2.991390036970876,0.9433385133743286,6.120954513549805,3.706210613250733,7.240073442459106,video-1,start
10549,50,3.00030933956848,0.9433385133743286,6.120955944061279,3.706210613250733,7.24010705947876,video-1,start
10599,50,2.9348653187725606,1.0689950585365295,6.368685960769653,3.795837759971618,7.355663061141968,video-1,start
10615,50,2.8655889561344803,1.2255841493606567,6.368830442428589,3.870825290679932,7.4819676876068115,video-1,active
10649,50,2.770295078312393,1.779595136642456,6.350951910018921,4.1933958530426025,7.688332080841064,video-1,active
10699,50,2.14317721867834,2.677304744720459,7.023287057876587,4.499399423599243,8.185983657836914,video-1,active
10749,50,1.251754821838485,3.039284586906433,7.258616209030151,4.129635334014893,8.157570838928223,video-1,active
10799,50,1.27077653295011,2.4484397172927856,8.259911060333252,3.237236976623535,7.261439800262451,video-1,active
10849,50,1.3749046334868311,2.3646552562713623,8.526816844940186,2.8099024295806885,7.224250316619873,video-1,active
10899,50,0.938091799525146,3.012632131576538,8.268733978271484,2.3094351291656494,8.16532278060913,video-1,active
10949,50,1.4588472081591006,3.0228103399276733,7.463255167007446,2.268471360206604,8.797959327697754,video-1,active
10999,50,1.192092213312214,4.191193580627441,7.765442132949829,3.0105655193328857,8.150485515594482,video-1,active
11049,50,1.899058559448732,4.585192680358887,8.651265144348145,3.229394555091858,7.43981146812439,video-1,active
11099,50,2.265712678313873,3.6316263675689697,7.374897956848144,1.5968990921974182,6.449693918228149,video-1,active
11149,50,2.5932117699798938,3.6266435384750366,7.096277475357056,1.600663721561432,5.566885709762573,video-1,active
11199,50,2.2629900481459497,3.037966012954712,8.246609687805176,2.01330041885376,6.372010946273804,video-1,active
11249,50,1.1210101780175763,2.190698742866516,7.810999393463135,3.029526472091675,7.741815090179443,video-1,active
11299,50,1.1455147566094015,2.7437472343444824,7.461714267730713,3.984696865081787,7.199548721313477,video-1,active
11349,50,2.0133069593211226,3.63039493560791,6.636391639709473,5.003587961196899,4.823020458221436,video-1,active
11387,50,3.8205974926748714,3.10955810546875,6.762455224990845,5.790324449539185,4.128043413162232,video-1,end
11399,50,4.241008405741331,2.9673571586608887,6.969611883163452,6.014594078063965,3.7757126092910767,video-1,end
11449,50,5.211701720476489,2.3434245586395264,7.091644525527954,6.313582897186279,3.7263728380203247,video-1,end
11499,50,5.62743493330058,1.7407004833221436,6.713706254959106,6.511038541793823,3.67654013633728,video-1,end
11549,50,5.023492720783631,1.54784095287323,5.81435751914978,6.419418811798096,4.279261350631714,video-1,end
11599,50,3.833636234384776,2.16075050830841,5.226610898971558,5.920673131942749,5.524030208587647,video-1,end
11649,50,3.164264069745785,4.625777244567871,9.138449668884276,4.968506813049316,6.436861515045166,video-1,end
11699,50,2.687466366874648,2.1845486164093018,8.915708541870117,4.4209160804748535,7.433569431304932,video-1,end
11749,50,2.8406243059131344,4.80761981010437,6.072078704833984,3.500981569290161,7.852954149246216,video-1,end
11799,50,3.3212630568015946,2.876437544822693,8.078403949737549,5.216489315032959,6.07185697555542,video-1,end
11849,50,2.7994247331501896,4.486420392990112,9.12876796722412,2.189093351364136,8.273176193237305,video-1,end
11853,50,2.7818554272253886,4.598358154296875,9.134718418121338,2.189093351364136,8.27322769165039,video-1,start
11899,50,3.5672600109299,5.241748332977295,9.165432929992676,2.209564328193665,8.265797138214111,video-1,start
11949,50,3.617078641758533,5.1239333152771,6.001441955566406,2.2460949420928955,8.265438079833984,video-1,start
11964,50,3.5934853160806752,4.894716024398804,6.001441955566406,2.2147505283355717,8.265438079833984,video-1,active
11999,50,3.547483570188851,4.478335618972778,5.847236156463623,1.8849149346351624,8.374979019165039,video-1,active
